sale_id,customer_id,product_id,product_name,category,price,quantity,sale_date,total_value,age,gender,region,segment,churn,tenure_months,last_purchase_date,feedback_text,sentiment,calculated_total,sentiment_score
S005984,CUST01592,P004,Desk,Furniture,12000,2,2023-03-22,24000,61,Male,South,Corporate,0,47,2023-08-11,"Delivery was late, not happy.",Positive,24000,1
S005985,CUST00256,P004,Desk,Furniture,12000,2,2022-04-07,24000,35,Female,West,Consumer,1,1,2023-07-28,"Met expectations, nothing special.",Neutral,24000,0
S005986,CUST00063,P008,Headphones,Electronics,3000,1,2021-01-11,3000,25,Male,South,Consumer,0,26,2023-01-09,Easy to use and reliable.,Neutral,3000,0
S005987,CUST01429,P003,Office Chair,Furniture,8000,1,2023-05-06,8000,48,Male,South,Consumer,0,43,2023-02-01,Too expensive for the features offered.,Negative,8000,-1
S005988,CUST00004,P008,Headphones,Electronics,3000,3,2021-08-28,9000,29,Male,East,Consumer,0,3,2023-11-28,"Met expectations, nothing special.",Neutral,9000,0
S005989,CUST01904,P001,Laptop,Electronics,70000,3,2022-08-23,210000,43,Male,West,Corporate,1,5,2023-05-23,"Worth the price, happy with the purchase.",Positive,210000,1
S005990,CUST00513,P010,Projector,Electronics,45000,4,2023-02-10,180000,31,Male,West,Small Business,1,57,2023-02-06,"Worth the price, happy with the purchase.",Positive,180000,1
S005991,CUST00482,P007,Pen Pack,Office Supplies,50,4,2020-12-19,200,39,Male,West,Small Business,1,36,2023-03-05,Product quality could be better.,Neutral,200,0
S005992,CUST00778,P002,Smartphone,Electronics,25000,4,2023-11-28,100000,57,Female,North,Consumer,0,55,2023-01-28,Product quality could be better.,Neutral,100000,0
S005993,CUST01371,P009,Monitor,Electronics,12000,4,2020-01-15,48000,34,Male,West,Small Business,0,37,2023-06-04,Too expensive for the features offered.,Negative,48000,-1
S005994,CUST01616,P004,Desk,Furniture,12000,5,2021-04-12,60000,53,Male,North,Consumer,0,31,2023-02-13,Product quality could be better.,Neutral,60000,0
S005995,CUST01787,P001,Laptop,Electronics,70000,1,2022-06-21,70000,51,Male,North,Corporate,0,32,2023-06-07,"Worth the price, happy with the purchase.",Positive,70000,1
S005996,CUST00584,P002,Smartphone,Electronics,25000,5,2021-09-20,125000,56,Male,South,Corporate,0,23,2023-10-07,Excellent customer service.,Positive,125000,1
S005997,CUST00326,P003,Office Chair,Furniture,8000,4,2021-05-11,32000,39,Male,North,Small Business,1,14,2023-03-24,Highly recommend to others.,Positive,32000,1
S005998,CUST00154,P006,Notebook,Office Supplies,100,3,2022-10-02,300,63,Male,East,Consumer,0,20,2023-07-16,"Great product, very satisfied.",Positive,300,1
S005999,CUST00090,P003,Office Chair,Furniture,8000,5,2021-01-31,40000,57,Female,South,Corporate,0,50,2023-08-05,"Great product, very satisfied.",Positive,40000,1
S006000,CUST00540,P009,Monitor,Electronics,12000,4,2022-02-02,48000,38,Male,North,Corporate,1,34,2023-01-24,"Delivery was late, not happy.",Positive,48000,1
S006001,CUST00144,P009,Monitor,Electronics,12000,2,2021-05-19,24000,28,Male,East,Small Business,0,50,2023-09-30,"Great product, very satisfied.",Positive,24000,1
S006002,CUST00799,P001,Laptop,Electronics,70000,5,2023-08-25,350000,22,Female,East,Consumer,0,12,2023-06-10,"Terrible experience, will not buy again.",Negative,350000,-1
S006003,CUST00115,P003,Office Chair,Furniture,8000,1,2021-03-02,8000,53,Female,West,Corporate,0,53,2023-11-12,Excellent customer service.,Positive,8000,1
S006004,CUST00697,P007,Pen Pack,Office Supplies,50,1,2022-06-20,50,29,Female,West,Consumer,0,12,2023-04-26,"Great product, very satisfied.",Positive,50,1
S006005,CUST01912,P008,Headphones,Electronics,3000,1,2022-07-27,3000,20,Male,North,Corporate,1,9,2023-01-17,"Great product, very satisfied.",Positive,3000,1
S006006,CUST00185,P010,Projector,Electronics,45000,4,2023-12-07,180000,47,Female,South,Small Business,0,20,2023-07-25,Product quality could be better.,Neutral,180000,0
S006007,CUST01117,P006,Notebook,Office Supplies,100,3,2023-11-20,300,55,Male,North,Corporate,1,39,2023-11-04,"Met expectations, nothing special.",Neutral,300,0
S006008,CUST00490,P010,Projector,Electronics,45000,3,2022-02-20,135000,41,Male,East,Small Business,1,17,2023-04-14,"Terrible experience, will not buy again.",Negative,135000,-1
S006009,CUST01495,P009,Monitor,Electronics,12000,2,2020-12-17,24000,48,Male,South,Corporate,0,35,2023-04-15,Easy to use and reliable.,Neutral,24000,0
S006010,CUST00102,P010,Projector,Electronics,45000,4,2022-03-11,180000,38,Female,West,Consumer,0,55,2023-08-03,Excellent customer service.,Positive,180000,1
S006011,CUST01384,P005,Printer,Electronics,15000,5,2021-07-20,75000,37,Female,North,Corporate,0,33,2023-03-19,"Great product, very satisfied.",Positive,75000,1
S006012,CUST00308,P003,Office Chair,Furniture,8000,5,2022-07-17,40000,54,Male,East,Consumer,0,41,2023-12-30,"Terrible experience, will not buy again.",Negative,40000,-1
S006013,CUST01384,P005,Printer,Electronics,15000,4,2020-09-24,60000,37,Female,North,Corporate,0,33,2023-03-19,Highly recommend to others.,Positive,60000,1
S006014,CUST00984,P003,Office Chair,Furniture,8000,5,2021-02-04,40000,57,Male,East,Small Business,0,15,2023-03-25,Easy to use and reliable.,Neutral,40000,0
S006015,CUST01574,P007,Pen Pack,Office Supplies,50,2,2022-10-11,100,58,Male,South,Small Business,0,7,2023-08-21,"Met expectations, nothing special.",Neutral,100,0
S006016,CUST01694,P008,Headphones,Electronics,3000,2,2021-01-15,6000,36,Male,South,Small Business,1,19,2023-04-04,Highly recommend to others.,Positive,6000,1
S006017,CUST00534,P003,Office Chair,Furniture,8000,5,2020-12-19,40000,33,Female,West,Corporate,1,7,2023-08-02,"Delivery was late, not happy.",Positive,40000,1
S006018,CUST00938,P006,Notebook,Office Supplies,100,5,2021-01-10,500,49,Male,North,Corporate,0,36,2023-09-23,"Delivery was late, not happy.",Positive,500,1
S006019,CUST01051,P003,Office Chair,Furniture,8000,2,2021-07-20,16000,61,Male,South,Small Business,0,29,2023-02-20,"Terrible experience, will not buy again.",Negative,16000,-1
S006020,CUST00463,P007,Pen Pack,Office Supplies,50,5,2022-12-30,250,36,Male,South,Corporate,0,19,2023-04-24,Product quality could be better.,Neutral,250,0
S006021,CUST01692,P006,Notebook,Office Supplies,100,4,2020-01-07,400,63,Female,East,Corporate,1,40,2023-03-03,Highly recommend to others.,Positive,400,1
S006022,CUST01401,P007,Pen Pack,Office Supplies,50,3,2020-03-10,150,62,Male,East,Corporate,0,31,2023-02-26,Product quality could be better.,Neutral,150,0
S006023,CUST00618,P007,Pen Pack,Office Supplies,50,2,2020-06-09,100,37,Male,East,Small Business,0,39,2023-10-29,Excellent customer service.,Positive,100,1
S006024,CUST00097,P009,Monitor,Electronics,12000,1,2022-12-01,12000,35,Male,South,Small Business,0,41,2023-01-08,"Terrible experience, will not buy again.",Negative,12000,-1
S006025,CUST01929,P010,Projector,Electronics,45000,4,2021-11-05,180000,50,Male,South,Consumer,0,50,2023-11-17,Excellent customer service.,Positive,180000,1
S006026,CUST00596,P007,Pen Pack,Office Supplies,50,5,2021-11-19,250,21,Male,West,Corporate,0,11,2023-10-23,Easy to use and reliable.,Neutral,250,0
S006027,CUST01338,P006,Notebook,Office Supplies,100,5,2022-11-09,500,48,Male,South,Small Business,1,9,2023-04-16,Product quality could be better.,Neutral,500,0
S006028,CUST00534,P008,Headphones,Electronics,3000,2,2020-12-26,6000,33,Female,West,Corporate,1,7,2023-08-02,"Great product, very satisfied.",Positive,6000,1
S006029,CUST01236,P003,Office Chair,Furniture,8000,5,2022-05-24,40000,35,Male,West,Consumer,0,23,2023-09-17,Highly recommend to others.,Positive,40000,1
S006030,CUST01069,P010,Projector,Electronics,45000,1,2023-09-05,45000,57,Male,North,Consumer,0,4,2023-01-11,Product quality could be better.,Neutral,45000,0
S006031,CUST00737,P008,Headphones,Electronics,3000,1,2023-04-02,3000,62,Male,South,Corporate,1,55,2023-05-19,"Terrible experience, will not buy again.",Negative,3000,-1
S006032,CUST00920,P001,Laptop,Electronics,70000,1,2020-09-11,70000,57,Male,West,Consumer,0,12,2023-01-15,"Delivery was late, not happy.",Positive,70000,1
S006033,CUST00368,P002,Smartphone,Electronics,25000,4,2021-09-13,100000,64,Female,West,Consumer,0,10,2023-07-12,"Terrible experience, will not buy again.",Negative,100000,-1
S006034,CUST00468,P009,Monitor,Electronics,12000,5,2022-01-23,60000,57,Female,East,Consumer,0,50,2023-11-24,Product quality could be better.,Neutral,60000,0
S006035,CUST00379,P001,Laptop,Electronics,70000,3,2020-08-06,210000,33,Female,East,Small Business,0,3,2023-03-20,"Met expectations, nothing special.",Neutral,210000,0
S006036,CUST00952,P005,Printer,Electronics,15000,5,2022-12-23,75000,22,Male,South,Corporate,0,3,2023-10-09,"Worth the price, happy with the purchase.",Positive,75000,1
S006037,CUST01678,P005,Printer,Electronics,15000,5,2020-05-07,75000,37,Male,East,Corporate,0,39,2023-04-23,"Terrible experience, will not buy again.",Negative,75000,-1
S006038,CUST01220,P004,Desk,Furniture,12000,2,2021-01-29,24000,55,Female,North,Corporate,1,3,2023-05-31,Too expensive for the features offered.,Negative,24000,-1
S006039,CUST01684,P006,Notebook,Office Supplies,100,3,2020-08-03,300,37,Female,West,Small Business,0,49,2023-02-20,Excellent customer service.,Positive,300,1
S006040,CUST00956,P003,Office Chair,Furniture,8000,1,2020-05-05,8000,47,Male,North,Corporate,0,23,2023-12-23,"Delivery was late, not happy.",Positive,8000,1
S006041,CUST00476,P008,Headphones,Electronics,3000,1,2023-12-28,3000,26,Male,North,Small Business,0,39,2023-03-31,Excellent customer service.,Positive,3000,1
S006042,CUST01663,P006,Notebook,Office Supplies,100,4,2021-06-03,400,63,Female,South,Small Business,0,40,2023-09-23,Product quality could be better.,Neutral,400,0
S006043,CUST00577,P008,Headphones,Electronics,3000,5,2020-05-13,15000,21,Male,East,Consumer,0,47,2023-08-06,Easy to use and reliable.,Neutral,15000,0
S006044,CUST01604,P006,Notebook,Office Supplies,100,4,2021-01-12,400,56,Female,North,Corporate,0,48,2023-06-12,"Met expectations, nothing special.",Neutral,400,0
S006045,CUST00670,P010,Projector,Electronics,45000,4,2021-06-12,180000,52,Female,West,Small Business,0,18,2023-09-17,"Great product, very satisfied.",Positive,180000,1
S006046,CUST01993,P003,Office Chair,Furniture,8000,4,2020-11-15,32000,61,Female,West,Corporate,0,34,2023-10-24,Excellent customer service.,Positive,32000,1
S006047,CUST01849,P001,Laptop,Electronics,70000,3,2021-09-19,210000,41,Male,South,Corporate,1,56,2023-09-22,Product quality could be better.,Neutral,210000,0
S006048,CUST00614,P004,Desk,Furniture,12000,5,2022-06-10,60000,22,Male,East,Corporate,0,29,2023-10-17,Too expensive for the features offered.,Negative,60000,-1
S006049,CUST01828,P010,Projector,Electronics,45000,2,2022-03-25,90000,33,Male,East,Consumer,0,15,2023-04-02,Excellent customer service.,Positive,90000,1
S006050,CUST00225,P003,Office Chair,Furniture,8000,5,2020-03-11,40000,41,Male,East,Small Business,0,8,2023-11-25,Excellent customer service.,Positive,40000,1
S006051,CUST00316,P006,Notebook,Office Supplies,100,4,2021-02-16,400,61,Female,South,Corporate,0,27,2023-12-21,"Met expectations, nothing special.",Neutral,400,0
S006052,CUST01057,P004,Desk,Furniture,12000,4,2023-01-27,48000,56,Male,East,Corporate,1,43,2023-05-31,Highly recommend to others.,Positive,48000,1
S006053,CUST00564,P010,Projector,Electronics,45000,1,2023-07-10,45000,53,Female,South,Small Business,0,6,2023-11-25,"Met expectations, nothing special.",Neutral,45000,0
S006054,CUST00491,P010,Projector,Electronics,45000,2,2023-12-14,90000,33,Female,East,Corporate,1,31,2023-01-27,Product quality could be better.,Neutral,90000,0
S006055,CUST01653,P001,Laptop,Electronics,70000,2,2020-10-31,140000,58,Female,East,Corporate,0,23,2023-08-11,"Terrible experience, will not buy again.",Negative,140000,-1
S006056,CUST01922,P005,Printer,Electronics,15000,3,2023-03-29,45000,62,Female,South,Consumer,0,49,2023-10-23,Product quality could be better.,Neutral,45000,0
S006057,CUST01691,P004,Desk,Furniture,12000,1,2021-03-30,12000,24,Male,East,Corporate,0,17,2023-07-06,"Delivery was late, not happy.",Positive,12000,1
S006058,CUST00310,P007,Pen Pack,Office Supplies,50,2,2020-11-30,100,31,Female,West,Small Business,0,7,2023-07-27,Excellent customer service.,Positive,100,1
S006059,CUST01480,P010,Projector,Electronics,45000,5,2020-12-30,225000,61,Male,South,Consumer,0,13,2023-07-25,Too expensive for the features offered.,Negative,225000,-1
S006060,CUST00463,P003,Office Chair,Furniture,8000,3,2023-08-31,24000,36,Male,South,Corporate,0,19,2023-04-24,"Delivery was late, not happy.",Positive,24000,1
S006061,CUST00392,P003,Office Chair,Furniture,8000,4,2023-01-11,32000,48,Male,East,Corporate,0,1,2023-02-09,Product quality could be better.,Neutral,32000,0
S006062,CUST00948,P010,Projector,Electronics,45000,4,2022-01-01,180000,56,Female,West,Corporate,0,28,2023-04-30,"Great product, very satisfied.",Positive,180000,1
S006063,CUST01971,P001,Laptop,Electronics,70000,1,2022-12-31,70000,57,Female,South,Consumer,1,25,2023-04-29,"Delivery was late, not happy.",Positive,70000,1
S006064,CUST01614,P004,Desk,Furniture,12000,3,2022-09-03,36000,20,Male,East,Corporate,1,24,2023-04-24,"Worth the price, happy with the purchase.",Positive,36000,1
S006065,CUST01641,P004,Desk,Furniture,12000,5,2022-08-27,60000,30,Female,West,Small Business,0,55,2023-05-02,Highly recommend to others.,Positive,60000,1
S006066,CUST00383,P007,Pen Pack,Office Supplies,50,1,2023-01-10,50,44,Female,South,Small Business,0,19,2023-10-24,"Great product, very satisfied.",Positive,50,1
S006067,CUST00244,P006,Notebook,Office Supplies,100,4,2023-10-01,400,49,Male,South,Small Business,1,56,2023-11-20,Too expensive for the features offered.,Negative,400,-1
S006068,CUST00287,P006,Notebook,Office Supplies,100,1,2021-02-28,100,31,Female,West,Small Business,1,54,2023-07-23,"Met expectations, nothing special.",Neutral,100,0
S006069,CUST01971,P003,Office Chair,Furniture,8000,2,2020-02-07,16000,57,Female,South,Consumer,1,25,2023-04-29,"Terrible experience, will not buy again.",Negative,16000,-1
S006070,CUST00877,P002,Smartphone,Electronics,25000,2,2021-04-21,50000,48,Male,South,Small Business,0,57,2023-06-28,"Great product, very satisfied.",Positive,50000,1
S006071,CUST00990,P004,Desk,Furniture,12000,2,2020-04-10,24000,38,Female,East,Small Business,0,4,2023-01-31,"Terrible experience, will not buy again.",Negative,24000,-1
S006072,CUST00449,P010,Projector,Electronics,45000,4,2020-11-13,180000,28,Male,East,Corporate,0,20,2023-01-07,"Delivery was late, not happy.",Positive,180000,1
S006073,CUST00871,P004,Desk,Furniture,12000,2,2020-09-14,24000,26,Male,West,Consumer,0,44,2023-01-30,"Worth the price, happy with the purchase.",Positive,24000,1
S006074,CUST01304,P010,Projector,Electronics,45000,5,2021-07-31,225000,54,Male,South,Small Business,0,19,2023-10-02,Excellent customer service.,Positive,225000,1
S006075,CUST01011,P001,Laptop,Electronics,70000,5,2020-09-07,350000,62,Male,West,Small Business,0,47,2023-07-01,"Worth the price, happy with the purchase.",Positive,350000,1
S006076,CUST01164,P004,Desk,Furniture,12000,3,2023-03-17,36000,22,Male,West,Small Business,1,55,2023-09-10,Highly recommend to others.,Positive,36000,1
S006077,CUST00171,P001,Laptop,Electronics,70000,5,2021-10-07,350000,26,Male,West,Consumer,0,17,2023-09-10,"Terrible experience, will not buy again.",Negative,350000,-1
S006078,CUST01564,P002,Smartphone,Electronics,25000,4,2023-12-25,100000,60,Female,East,Small Business,0,44,2023-12-15,Highly recommend to others.,Positive,100000,1
S006079,CUST01430,P010,Projector,Electronics,45000,5,2020-01-02,225000,45,Female,South,Consumer,0,44,2023-08-06,"Terrible experience, will not buy again.",Negative,225000,-1
S006080,CUST01052,P010,Projector,Electronics,45000,2,2023-06-01,90000,25,Male,South,Corporate,1,50,2023-09-18,"Worth the price, happy with the purchase.",Positive,90000,1
S006081,CUST00227,P007,Pen Pack,Office Supplies,50,4,2021-04-24,200,47,Male,South,Corporate,1,54,2023-09-27,Product quality could be better.,Neutral,200,0
S006082,CUST00938,P006,Notebook,Office Supplies,100,1,2021-07-26,100,49,Male,North,Corporate,0,36,2023-09-23,Product quality could be better.,Neutral,100,0
S006083,CUST01517,P004,Desk,Furniture,12000,2,2020-10-13,24000,39,Female,East,Consumer,0,28,2023-06-12,Product quality could be better.,Neutral,24000,0
S006084,CUST01395,P009,Monitor,Electronics,12000,3,2022-03-14,36000,40,Female,South,Small Business,0,46,2023-05-06,Highly recommend to others.,Positive,36000,1
S006085,CUST01492,P007,Pen Pack,Office Supplies,50,5,2022-07-09,250,27,Male,West,Small Business,0,16,2023-06-11,"Delivery was late, not happy.",Positive,250,1
S006086,CUST01290,P010,Projector,Electronics,45000,2,2023-05-31,90000,50,Male,North,Small Business,0,6,2023-10-17,"Worth the price, happy with the purchase.",Positive,90000,1
S006087,CUST00847,P004,Desk,Furniture,12000,5,2020-08-19,60000,54,Male,South,Consumer,0,7,2023-12-19,Excellent customer service.,Positive,60000,1
S006088,CUST00695,P003,Office Chair,Furniture,8000,2,2020-07-16,16000,20,Male,North,Corporate,1,5,2023-11-23,"Worth the price, happy with the purchase.",Positive,16000,1
S006089,CUST00715,P001,Laptop,Electronics,70000,2,2020-11-30,140000,50,Male,East,Consumer,0,10,2023-01-25,"Delivery was late, not happy.",Positive,140000,1
S006090,CUST01991,P001,Laptop,Electronics,70000,3,2023-06-21,210000,37,Male,South,Consumer,0,34,2023-02-13,"Worth the price, happy with the purchase.",Positive,210000,1
S006091,CUST00643,P005,Printer,Electronics,15000,1,2023-01-21,15000,41,Male,North,Corporate,0,23,2023-04-11,Highly recommend to others.,Positive,15000,1
S006092,CUST00160,P001,Laptop,Electronics,70000,3,2023-06-19,210000,56,Female,North,Small Business,0,23,2023-04-23,"Met expectations, nothing special.",Neutral,210000,0
S006093,CUST01191,P004,Desk,Furniture,12000,3,2021-08-29,36000,33,Male,East,Consumer,0,20,2023-03-01,"Delivery was late, not happy.",Positive,36000,1
S006094,CUST01902,P002,Smartphone,Electronics,25000,3,2022-10-07,75000,36,Male,South,Corporate,1,17,2023-10-18,Product quality could be better.,Neutral,75000,0
S006095,CUST01676,P009,Monitor,Electronics,12000,1,2022-03-07,12000,64,Male,South,Corporate,1,59,2023-03-04,"Delivery was late, not happy.",Positive,12000,1
S006096,CUST00300,P005,Printer,Electronics,15000,4,2023-01-11,60000,21,Female,North,Small Business,1,49,2023-05-21,"Met expectations, nothing special.",Neutral,60000,0
S006097,CUST01249,P010,Projector,Electronics,45000,3,2023-06-01,135000,44,Male,East,Corporate,1,57,2023-03-21,"Delivery was late, not happy.",Positive,135000,1
S006098,CUST01483,P003,Office Chair,Furniture,8000,3,2022-10-24,24000,63,Male,North,Consumer,0,34,2023-02-14,Product quality could be better.,Neutral,24000,0
S006099,CUST00177,P002,Smartphone,Electronics,25000,4,2020-11-18,100000,19,Male,South,Corporate,0,1,2023-05-17,Excellent customer service.,Positive,100000,1
S006100,CUST01390,P005,Printer,Electronics,15000,3,2020-07-30,45000,42,Female,South,Corporate,0,22,2023-10-07,"Terrible experience, will not buy again.",Negative,45000,-1
S006101,CUST00581,P002,Smartphone,Electronics,25000,1,2023-10-29,25000,33,Female,South,Consumer,0,36,2023-07-29,Highly recommend to others.,Positive,25000,1
S006102,CUST01093,P004,Desk,Furniture,12000,3,2020-02-28,36000,64,Female,East,Consumer,1,6,2023-04-19,Easy to use and reliable.,Neutral,36000,0
S006103,CUST01519,P001,Laptop,Electronics,70000,2,2020-02-29,140000,29,Female,East,Corporate,0,55,2023-02-14,"Met expectations, nothing special.",Neutral,140000,0
S006104,CUST01235,P002,Smartphone,Electronics,25000,5,2021-07-06,125000,34,Female,North,Consumer,1,36,2023-02-09,"Terrible experience, will not buy again.",Negative,125000,-1
S006105,CUST00320,P006,Notebook,Office Supplies,100,4,2022-06-10,400,56,Female,East,Corporate,0,22,2023-08-13,Product quality could be better.,Neutral,400,0
S006106,CUST00682,P005,Printer,Electronics,15000,3,2021-06-22,45000,46,Male,East,Corporate,0,53,2023-04-09,"Terrible experience, will not buy again.",Negative,45000,-1
S006107,CUST00085,P005,Printer,Electronics,15000,1,2021-01-12,15000,62,Male,West,Consumer,0,12,2023-05-25,Product quality could be better.,Neutral,15000,0
S006108,CUST01824,P002,Smartphone,Electronics,25000,5,2022-06-15,125000,21,Male,North,Corporate,0,26,2023-07-21,"Great product, very satisfied.",Positive,125000,1
S006109,CUST01642,P002,Smartphone,Electronics,25000,2,2020-04-27,50000,22,Male,East,Corporate,1,1,2023-06-06,"Terrible experience, will not buy again.",Negative,50000,-1
S006110,CUST01983,P003,Office Chair,Furniture,8000,3,2022-07-20,24000,43,Female,West,Corporate,0,21,2023-03-22,"Great product, very satisfied.",Positive,24000,1
S006111,CUST00939,P003,Office Chair,Furniture,8000,4,2021-01-08,32000,48,Female,East,Consumer,0,22,2023-10-19,"Terrible experience, will not buy again.",Negative,32000,-1
S006112,CUST01401,P006,Notebook,Office Supplies,100,1,2020-08-21,100,62,Male,East,Corporate,0,31,2023-02-26,"Met expectations, nothing special.",Neutral,100,0
S006113,CUST00401,P001,Laptop,Electronics,70000,5,2023-06-04,350000,30,Female,North,Consumer,1,40,2023-04-21,Easy to use and reliable.,Neutral,350000,0
S006114,CUST00561,P005,Printer,Electronics,15000,5,2020-06-02,75000,37,Female,North,Consumer,0,41,2023-04-21,Excellent customer service.,Positive,75000,1
S006115,CUST01587,P008,Headphones,Electronics,3000,5,2023-12-26,15000,28,Male,East,Corporate,0,32,2023-12-18,Highly recommend to others.,Positive,15000,1
S006116,CUST01109,P009,Monitor,Electronics,12000,5,2021-09-07,60000,28,Male,South,Consumer,0,2,2023-04-16,Excellent customer service.,Positive,60000,1
S006117,CUST01147,P007,Pen Pack,Office Supplies,50,3,2021-11-09,150,52,Female,West,Small Business,1,44,2023-09-26,"Great product, very satisfied.",Positive,150,1
S006118,CUST00484,P008,Headphones,Electronics,3000,4,2022-02-02,12000,50,Male,West,Corporate,0,38,2023-04-01,Product quality could be better.,Neutral,12000,0
S006119,CUST01861,P009,Monitor,Electronics,12000,2,2020-10-15,24000,54,Female,North,Small Business,0,25,2023-05-10,"Worth the price, happy with the purchase.",Positive,24000,1
S006120,CUST01512,P007,Pen Pack,Office Supplies,50,2,2023-09-06,100,41,Female,South,Corporate,0,20,2023-11-13,Product quality could be better.,Neutral,100,0
S006121,CUST00114,P002,Smartphone,Electronics,25000,4,2021-11-09,100000,18,Male,South,Small Business,0,29,2023-03-14,Easy to use and reliable.,Neutral,100000,0
S006122,CUST00991,P004,Desk,Furniture,12000,3,2020-10-30,36000,55,Female,West,Corporate,0,21,2023-04-21,"Met expectations, nothing special.",Neutral,36000,0
S006123,CUST01191,P006,Notebook,Office Supplies,100,4,2020-08-23,400,33,Male,East,Consumer,0,20,2023-03-01,"Worth the price, happy with the purchase.",Positive,400,1
S006124,CUST01466,P006,Notebook,Office Supplies,100,5,2020-11-02,500,36,Male,North,Consumer,0,10,2023-10-31,Easy to use and reliable.,Neutral,500,0
S006125,CUST00187,P009,Monitor,Electronics,12000,3,2022-06-29,36000,32,Female,East,Consumer,1,41,2023-05-25,"Met expectations, nothing special.",Neutral,36000,0
S006126,CUST00298,P010,Projector,Electronics,45000,5,2020-08-04,225000,56,Female,South,Corporate,0,9,2023-04-06,"Delivery was late, not happy.",Positive,225000,1
S006127,CUST00875,P003,Office Chair,Furniture,8000,5,2021-10-28,40000,50,Male,West,Corporate,0,15,2023-11-04,"Terrible experience, will not buy again.",Negative,40000,-1
S006128,CUST00350,P008,Headphones,Electronics,3000,2,2022-09-20,6000,52,Male,East,Consumer,0,40,2023-05-20,Too expensive for the features offered.,Negative,6000,-1
S006129,CUST01263,P007,Pen Pack,Office Supplies,50,3,2020-10-30,150,60,Female,West,Consumer,0,52,2023-01-08,Product quality could be better.,Neutral,150,0
S006130,CUST01540,P004,Desk,Furniture,12000,4,2022-03-06,48000,60,Female,South,Corporate,0,54,2023-02-06,Highly recommend to others.,Positive,48000,1
S006131,CUST00420,P001,Laptop,Electronics,70000,1,2020-07-20,70000,26,Male,North,Corporate,0,20,2023-06-24,Product quality could be better.,Neutral,70000,0
S006132,CUST01047,P003,Office Chair,Furniture,8000,5,2022-12-23,40000,32,Male,South,Consumer,0,25,2023-08-08,Easy to use and reliable.,Neutral,40000,0
S006133,CUST01051,P004,Desk,Furniture,12000,5,2020-04-26,60000,61,Male,South,Small Business,0,29,2023-02-20,"Worth the price, happy with the purchase.",Positive,60000,1
S006134,CUST01119,P010,Projector,Electronics,45000,5,2020-12-09,225000,51,Male,East,Consumer,0,37,2023-08-05,Excellent customer service.,Positive,225000,1
S006135,CUST01713,P002,Smartphone,Electronics,25000,2,2023-07-23,50000,60,Male,North,Small Business,1,27,2023-02-06,Too expensive for the features offered.,Negative,50000,-1
S006136,CUST01011,P010,Projector,Electronics,45000,3,2021-08-25,135000,62,Male,West,Small Business,0,47,2023-07-01,Product quality could be better.,Neutral,135000,0
S006137,CUST01989,P003,Office Chair,Furniture,8000,2,2022-02-06,16000,57,Female,South,Consumer,1,39,2023-04-07,Too expensive for the features offered.,Negative,16000,-1
S006138,CUST01851,P005,Printer,Electronics,15000,2,2023-08-31,30000,43,Female,West,Consumer,0,11,2023-07-05,"Met expectations, nothing special.",Neutral,30000,0
S006139,CUST00475,P007,Pen Pack,Office Supplies,50,2,2023-09-17,100,47,Male,South,Consumer,0,40,2023-02-15,Too expensive for the features offered.,Negative,100,-1
S006140,CUST01150,P005,Printer,Electronics,15000,2,2023-07-16,30000,48,Female,East,Consumer,0,10,2023-02-04,Easy to use and reliable.,Neutral,30000,0
S006141,CUST00985,P003,Office Chair,Furniture,8000,5,2021-12-11,40000,47,Female,West,Corporate,1,59,2023-10-25,Highly recommend to others.,Positive,40000,1
S006142,CUST01345,P007,Pen Pack,Office Supplies,50,2,2022-09-12,100,47,Male,West,Small Business,0,25,2023-07-12,"Met expectations, nothing special.",Neutral,100,0
S006143,CUST01732,P009,Monitor,Electronics,12000,5,2020-05-11,60000,63,Female,North,Consumer,0,8,2023-01-26,"Great product, very satisfied.",Positive,60000,1
S006144,CUST00312,P001,Laptop,Electronics,70000,4,2020-05-01,280000,22,Male,West,Corporate,1,3,2023-03-02,Excellent customer service.,Positive,280000,1
S006145,CUST00086,P003,Office Chair,Furniture,8000,1,2022-03-23,8000,56,Female,East,Small Business,0,40,2023-12-21,Too expensive for the features offered.,Negative,8000,-1
S006146,CUST00021,P006,Notebook,Office Supplies,100,5,2022-11-24,500,56,Female,West,Corporate,0,37,2023-04-18,"Delivery was late, not happy.",Positive,500,1
S006147,CUST01721,P001,Laptop,Electronics,70000,4,2022-03-07,280000,51,Female,East,Consumer,0,23,2023-03-19,"Met expectations, nothing special.",Neutral,280000,0
S006148,CUST00567,P010,Projector,Electronics,45000,5,2020-06-15,225000,41,Female,South,Corporate,1,57,2023-02-09,Easy to use and reliable.,Neutral,225000,0
S006149,CUST01069,P010,Projector,Electronics,45000,5,2021-05-12,225000,57,Male,North,Consumer,0,4,2023-01-11,"Delivery was late, not happy.",Positive,225000,1
S006150,CUST01641,P009,Monitor,Electronics,12000,2,2021-01-12,24000,30,Female,West,Small Business,0,55,2023-05-02,Excellent customer service.,Positive,24000,1
S006151,CUST00883,P007,Pen Pack,Office Supplies,50,1,2023-04-11,50,44,Female,South,Small Business,0,33,2023-06-18,"Delivery was late, not happy.",Positive,50,1
S006152,CUST00308,P008,Headphones,Electronics,3000,3,2020-07-21,9000,54,Male,East,Consumer,0,41,2023-12-30,Excellent customer service.,Positive,9000,1
